"Created-At","From-User","From-User-Id","To-User","To-User-Id","Language","Source","Text","Geo-Location-Latitude","Geo-Location-Longitude","Retweet-Count","Id"
10/8/22 12:04 AM,"akun lama dicuri swiper?","1428710876064849924",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @txtperkucingan: Entah kenapa kocheng kalo sama Bocil nurut banget. Giliran sama kita kek jijik gitu ?
.
.
.
Reza arap KDRT Citayem #dog…",,,385.0,"1578415971127029763"
10/8/22 12:01 AM,"lampung day","1222525897",,"-1","in","<a href='https://dlvrit.com/' rel='nofollow'>dlvr.it</a>","Regi Datau Tunjukkan Sikap Tak Biasa Setelah Diisukan Selingkuh dari Ayu Dewi https://t.co/hY7KKhC8JP https://t.co/R0uzC89Lxo",,,0.0,"1578415181360943104"
10/8/22 12:01 AM,"? 211120","60178786",,"-1","in","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @txtperkucingan: Entah kenapa kocheng kalo sama Bocil nurut banget. Giliran sama kita kek jijik gitu ?
.
.
.
Reza arap KDRT Citayem #dog…",,,385.0,"1578415174964244480"
10/7/22 11:28 PM,"Alwaysrantoverwtf","1506850997544833024",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Ngomong2 soal selingkuh, KDRT, seperti halnya kasusnya Reza arap, Rizky Billar, Regi Datau dan yg sejenisnya, ada video m…",,,258.0,"1578406973447364609"
10/7/22 11:24 PM,"Alwaysrantoverwtf","1506850997544833024",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1578405879493193728"
10/7/22 10:38 PM,"Kelvin","1485335739902881792",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @kehedchoice89: Orang selingkuh itu nyesel bukan karena selingkuh,tapi karena dia ketahuan,menyesal karena ketahuan ya,bukan karena mera…",,,1226.0,"1578394350932742144"
10/7/22 5:47 PM,"d.","885797972218269696",,"-1","in","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","REGI DATAU Nggak BLOKIR Kontak Istri, Bantah Isu Perselingkuhan? https://t.co/ZQituJlhfA 

Dadang Mata Najwa Karina Jodie Di Bully Charlie Puth Supir Jakarta SOTY Adele Justin Bieber in Jakarta Rizky Billar Lesti KDRT Selingkuh Reza Arap Wendy Walters Baim Wong Danise Pelakor",,,0.0,"1578321100974718976"
10/7/22 5:11 PM,"J-03 [? ? ?]","115038339",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @RereAlathas: Regi Datau suaminya bu Ayu dewi yg terlihat lempeng lurus aja ternyata 4 tahun selingkuh sama Denise.
Ciri2 yg Denise sebu…",,,6126.0,"1578311958679674880"
10/7/22 4:57 PM,"d.","885797972218269696",,"-1","in","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","REGI DATAU Pertahankan Rumah Tangga dan BERIKAN JANJI INI https://t.co/UaOa5goKEs 

Dadang Mata Najwa Karina Jodie Di Bully Charlie Puth Supir Jakarta SOTY Adele Justin Bieber in Jakarta Karma Rizky Billar Lesti KDRT Selingkuh Reza Arap Wendy Walters Baim Wong Danise Pelakor",,,0.0,"1578308412169150465"
10/7/22 2:49 PM,"Muhamad Faridh","1138822041878925312",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1578276263461953536"
10/7/22 2:28 PM,"Tsum-Mi-Ma-Sane ?","1061500301021077504",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1578270954761117696"
10/7/22 1:54 PM,"Tal","1304932789301555200",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @txtperkucingan: Entah kenapa kocheng kalo sama Bocil nurut banget. Giliran sama kita kek jijik gitu ?
.
.
.
Reza arap KDRT Citayem #dog…",,,385.0,"1578262460414722048"
10/7/22 12:19 PM,"the meisad","102280690",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @txtperkucingan: Entah kenapa kocheng kalo sama Bocil nurut banget. Giliran sama kita kek jijik gitu ?
.
.
.
Reza arap KDRT Citayem #dog…",,,385.0,"1578238673459777537"
10/7/22 11:41 AM,"?Dede Saputra? ?","1440776509",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1578228958650601472"
10/7/22 9:24 AM,"hiatus, but jeno few tweets?","1490144793808470016",,"-1","in","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1578194565324222466"
10/7/22 9:03 AM,"A_nzeeV","1520921838712360960",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @cikalfals28: Rekomendasi Tas Ransel ????

A thread

Regi datau ayu dewi denise renjun na jaemin thank you reyhan bighit inisial R pagii…",,,228.0,"1578189269478563840"
10/7/22 8:40 AM,"????????? ?","1263667591974801408",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @cikalfals28: Rekomendasi Tas Ransel ????

A thread

Regi datau ayu dewi denise renjun na jaemin thank you reyhan bighit inisial R pagii…",,,228.0,"1578183433070968833"
10/7/22 8:31 AM,"Jigong","1473897722205798401",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @cikalfals28: Rekomendasi Tas Ransel ????

A thread

Regi datau ayu dewi denise renjun na jaemin thank you reyhan bighit inisial R pagii…",,,228.0,"1578181074467033088"
10/7/22 3:27 AM,"WowKeren","313946561",,"-1","in","<a href='https://dlvrit.com/' rel='nofollow'>dlvr.it</a>","Ayu Dewi Smart 'Interogasi' Regi Datau Soal Komitmen dan 'Ciri' Pria Selingkuh #AyuDewi https://t.co/3ASWnJsBZm &utm_medium=social&utm_source=twitter",,,0.0,"1578104587122520066"
10/6/22 10:26 PM,"P3","1157219360156446721",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @laaaanis: Huhah bgt ini akhir september topiknya ga abis2??

1. Reza arab selingkuh
2. Kris hatta pedofil
3. Rizky billar kdrt
4. Regi…",,,4351.0,"1578029038106742785"
10/6/22 10:12 PM,"??","2192128568",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @muly1701: Inisial R
1. Rafi Ahmad (Lord yang sudah insaf) 
2. Rizky Aditya (suami nya citra Kirana) 
3. Reynhard Sinaga (Penjahat kelam…",,,1262.0,"1578025325967028227"
10/6/22 9:46 PM,"??`^papa bam^`?","1302876804395364353",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @muly1701: Inisial R
1. Rafi Ahmad (Lord yang sudah insaf) 
2. Rizky Aditya (suami nya citra Kirana) 
3. Reynhard Sinaga (Penjahat kelam…",,,1262.0,"1578018856265973760"
10/6/22 7:53 PM,"?cookies","1434086378032144394",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @muly1701: Inisial R
1. Rafi Ahmad (Lord yang sudah insaf) 
2. Rizky Aditya (suami nya citra Kirana) 
3. Reynhard Sinaga (Penjahat kelam…",,,1262.0,"1577990334600351749"
10/6/22 7:45 PM,"siJaimAll","1326559742181867520",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @txtperkucingan: Entah kenapa kocheng kalo sama Bocil nurut banget. Giliran sama kita kek jijik gitu ?
.
.
.
Reza arap KDRT Citayem #dog…",,,385.0,"1577988518445400064"
10/6/22 7:24 PM,"R..R","1457839576328798210",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @IBChyd98: @nadilawantari_ 1. Tragedi Kanjuruhan
2. KDRT
3. Baim Wong goblok
4. Reza Arap Selingkuh
5. Regi Datau Selingkuh
6. Azizi Say…",,,1.0,"1577983174805639169"
10/6/22 7:23 PM,"Azkiya Khanza","1448481226625413122",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @txtperkucingan: Entah kenapa kocheng kalo sama Bocil nurut banget. Giliran sama kita kek jijik gitu ?
.
.
.
Reza arap KDRT Citayem #dog…",,,385.0,"1577982841274904576"
10/6/22 7:19 PM,"Azkiya Khanza","1448481226625413122",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @kehedchoice89: Orang selingkuh itu nyesel bukan karena selingkuh,tapi karena dia ketahuan,menyesal karena ketahuan ya,bukan karena mera…",,,1226.0,"1577981952929722368"
10/6/22 7:00 PM,"VivaCoid","41730943",,"-1","in","<a href='https://buffer.com' rel='nofollow'>Buffer</a>","Rumah tangga Ayu Dewi dan Regi Datau diterpa isu tak sedap. Regi Datau dituding selingkuh dengan Denise Chariesta selama 4 tahun. 

Selengkapnya : https://t.co/cFCf4q4ai3 
___
#Vivacoid #Ayudewi #Poligami https://t.co/egHtI4mVXV",,,0.0,"1577976983241510913"
10/6/22 5:43 PM,"aul?","992559117397995520",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @RereAlathas: Regi Datau suaminya bu Ayu dewi yg terlihat lempeng lurus aja ternyata 4 tahun selingkuh sama Denise.
Ciri2 yg Denise sebu…",,,6126.0,"1577957617510801409"
10/6/22 5:00 PM,"D","328928425",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1577946864971747329"
10/6/22 4:57 PM,"w","1252827842913550339",,"-1","in","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @txtfrombxb: Update rank news di sosial media
1. Rizky billar gay ?
2. Lesti korban kdrt ?
3. Regi selingkuh ?
4. Chandraliow ?
5. Reza…",,,18.0,"1577946161310490626"
10/6/22 4:47 PM,"mwehehehe","1141333860673679360",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1577943736876924930"
10/6/22 4:38 PM,"sbt account only !","1272407739059200000",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @RereAlathas: Regi Datau suaminya bu Ayu dewi yg terlihat lempeng lurus aja ternyata 4 tahun selingkuh sama Denise.
Ciri2 yg Denise sebu…",,,6126.0,"1577941344730771456"
10/6/22 4:07 PM,"d.","885797972218269696",,"-1","in","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","Masih Kalah Cantik, REGI DATAU Berjanji dan Merubah SIKAP Dihadapan Ayu Dewi https://t.co/qB62QDUWBO 

Mixue Jodie Di Bully Anya Red Velvet Logan Paul #Pamali #KalianPantasMati SUCI X Karma Rizky Billar Lesti KDRT Selingkuh Reza Arap Wendy Walters Baim Wong Polisi Inayma Velma",,,0.0,"1577933445355180032"
10/6/22 3:45 PM,"Ilham B. Cahyadi","1364522346","nadilawantari_","886522514","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@nadilawantari_ 1. Tragedi Kanjuruhan
2. KDRT
3. Baim Wong goblok
4. Reza Arap Selingkuh
5. Regi Datau Selingkuh
6. Azizi Sayangkuh",,,1.0,"1577928077396824064"
10/6/22 2:44 PM,"Borahae?","453791355",,"-1","in","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @muly1701: Inisial R
1. Rafi Ahmad (Lord yang sudah insaf) 
2. Rizky Aditya (suami nya citra Kirana) 
3. Reynhard Sinaga (Penjahat kelam…",,,1262.0,"1577912588910080000"
10/6/22 2:40 PM,"ERA.id","903229236051247104",,"-1","in","<a href='https://era.id/' rel='nofollow'>Era.ID</a>","Trik Regi Datau? https://t.co/UnXKziauap",,,0.0,"1577911540182679552"
10/6/22 1:22 PM,"dya.indah","1015406674893393921",,"-1","in","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1577892112447815683"
10/6/22 12:48 PM,"Jo","1495019204646678533",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @salirajw: Setelah melihat kasus rizky billar kdrt dan selingkuhi lesty, arab yang bucin selingkuh, regi datau selingkuh 4 th sama denis…",,,380.0,"1577883370532790272"
