Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id
10/7/22 10:42 PM,Majesty/Joe Little,33218042,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,The King and the Queen Consort will attend a reception at the Victoria & Albert Halls in Ballater on Tuesday to thank the community of Aberdeenshire for their organisation and support in the delivery of the events that followed the death of Queen Elizabeth II. https://t.co/BqrDvTlSV9,,,157.0,1578395409294163968
10/8/22 4:18 AM,Victoria Arbiter,207717110,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,Today marks one month since Queen Elizabeth II passed away but even in death she was able to unite. #Mycolumn for @9HoneyAU: https://t.co/EYCjozxNGB #TheQueen #Royal #KingCharles #Scotland,,,106.0,1578479805124661248
10/7/22 2:33 PM,NowThis,701725963,,-1,en,<a href='https://studio.twitter.com' rel='nofollow'>Twitter Media Studio</a>,"During a visit by the Prince & Princess of Wales to Belfast, one woman took the opportunity to remind Kate that 'Ireland belongs to the Irish.' A movement to unite Northern Ireland and the Republic of Ireland has gained momentum in the wake of Queen Elizabeth II's death. https://t.co/vZ3QTgcpgW",,,32.0,1578272159146938368
10/9/22 2:17 PM,EVOL LAING,1278691793274408960,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578993006732275712
10/9/22 2:09 PM,citrine's,909053827944509440,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578991100555296768
10/9/22 1:53 PM,Cohen rr1990,1540815744409014273,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578987004628701184
10/9/22 1:40 PM,?????Kubo Ryohei,1450794961180393472,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578983832925401093
10/9/22 1:36 PM,Andreas Becker,1562606631640133632,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @JaniceH30516235: Mourners gather at Buckingham Palace as the Royal Family announces Queen Elizabeth II, the longest-reigning monarch inà",,,1.0,1578982645442101248
10/9/22 1:26 PM,Tony,620978719,,-1,en,<a href='http://twitter.com/#!/download/ipad' rel='nofollow'>Twitter for iPad</a>,"RT @NBCNews: BREAKING: Queen Elizabeth II died of 'old age,' according to her death certificate. https://t.co/SVHaz7uFVc https://t.co/AWayfà",,,428.0,1578980303879958528
10/9/22 1:11 PM,Beverly Lewis,51110025,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578976298633789440
10/9/22 1:09 PM,Smith,1195552987046789121,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,RT @thewire_in: The death of Queen Elizabeth II has renewed calls in India for the return of one of the world's largest uncut diamonds fromà,,,2.0,1578975910732042241
10/9/22 1:03 PM,Sasa,1446281135315554305,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578974438036758528
10/9/22 1:02 PM,rosscmary@gmail.com,4840937793,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578974127100424192
10/9/22 12:36 PM,it,1536883559092264965,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @thewire_in: The death of Queen Elizabeth II has renewed calls in India for the return of one of the world's largest uncut diamonds fromà,,,2.0,1578967500636573696
10/9/22 12:33 PM,Candy Marley,1578966241737199617,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @DHCFederation: Bank Holiday for the State Funeral of HM Queen Elizabeth II. On Monday the 19th September there will be some changes toà,,,1.0,1578966898456174592
10/9/22 12:30 PM,The Wire,3150940290,,-1,en,<a href='https://buffer.com' rel='nofollow'>Buffer</a>,"The death of Queen Elizabeth II has renewed calls in India for the return of one of the world's largest uncut diamonds from Britain's crown jewels, while Chile has for years demanded the return of a Moai statue from the British Museum. 
https://t.co/7QNGsOkR5A",,,2.0,1578965980868329472
10/9/22 12:24 PM,RAFAEL GONZALEZ,802054213912133632,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @Franklin_Graham: I am deeply saddened to hear about the death of Her Majesty Queen Elizabeth II. She has been a symbol of stability andà,,,459.0,1578964638284513280
10/9/22 12:16 PM,Emily,1209429224257249280,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578962540880887808
10/9/22 12:03 PM,Dr. Elizabeth Nolan DDS,1528951205967212544,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"From The Athletic:

The death of Queen Elizabeth II has sent nations into a 10-day period of mourning and the impact will inevitably be felt across the sporting world. All this weekend's fixtures in England and Scotland have been postponed.
Explained: The impact on the UK foot... https://t.co/sqnXXz0bH1",,,0.0,1578959210875740160
10/9/22 11:59 AM,Andrew Mundell,1575745998348877824,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,Coverage of the death of Her Majesty Queen Elizabeth II - 7NEWS Adelaide... https://t.co/6pbyQZEKje via @YouTube,,,0.0,1578958427115569153
10/9/22 11:57 AM,Andrew Mundell,1575745998348877824,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,Coverage of the death of Her Majesty Queen Elizabeth II - 7NEWS Adelaide... https://t.co/6pbyQZnHhe via @YouTube,,,0.0,1578957920280391680
10/9/22 11:39 AM,????????J????????,570325250,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578953339924250624
10/9/22 11:23 AM,? Dsage __SAGENATION ?,186226178,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @Dsage_BigHeart: Due to Queen Elizabeth II Death,
No football for 2 weeks, well that's no problem for Arsenal. We going to enjoy 2 weeksà",,,91.0,1578949229082710016
10/9/22 11:22 AM,Pamela,1369124926129602562,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578949081216401408
10/9/22 11:20 AM,Jason Howard,1496709596441808897,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Many sporting events in Britain were canceled after the death of Queen Elizabeth II, with most likely to remain on hiatus through the weekend as a mark of respect.
Many sports events are canceled out of respect for the queen. https://t.co/hSTs1QsCsW",,,0.0,1578948588335288320
10/9/22 11:16 AM,MSN,15856435,,-1,en,<a href='https://oxfordblue.azurewebsites.net' rel='nofollow'>OxfordBlue-Twitter</a>,"A striking image of a somber Princess Charlotte, plus more of the best photos from Queen Elizabeth II's funeral one month after her death https://t.co/rDU0pxlaiy",,,0.0,1578947377049632769
10/9/22 11:09 AM,SJP,247656679,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578945780542410753
10/9/22 11:08 AM,Thomas Hayes,1497176216855478274,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"The Premier League has postponed its upcoming round of matches as a mark of respect following the death of Queen Elizabeth II, adding to the cancellation of high-profile golf, cricket and horse racing events across Britain on Friday.
Premier League games postponed as æmark of ... https://t.co/JHb84pCBoR",,,0.0,1578945522949230592
10/9/22 11:00 AM,3 MJ ????????JD,112518570,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578943498425798656
10/9/22 10:48 AM,Larissa Bona ????,56171932,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,RT @rushadthomas: I attended a beautiful Choral Evensong in Baltimore today to honor Her Late Majesty Queen Elizabeth II on the one-month aà,,,1.0,1578940494247522304
10/9/22 10:47 AM,Keith Payne,1494347821851369474,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Prime Minister Anthony Albanese says it is a day of profound grief and sadness as Australia mourns the death of Queen Elizabeth II at the age of 96.
Anthony Albanese suspends parliament, pays tribute to Queen Elizabeth II
Prime Minister Anthony Albanese offers his condolences ... https://t.co/AAhASyYG9d",,,0.0,1578940189136678912
10/9/22 10:41 AM,Thu?n Donald Trump Nguy?n Donald Trump,1414257577064419332,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578938583280648194
10/9/22 10:36 AM,Janice Holt,1498796308588417027,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Mourners gather at Buckingham Palace as the Royal Family announces Queen Elizabeth II, the longest-reigning monarch in British history, has died. She was 96 years old. https://t.co/1Ktvwnmvey
People gather at Buckingham Palace after Queen's death announced: LIVE",,,1.0,1578937377199792128
10/9/22 10:21 AM,Ely67@gmail.com,1418155955351552002,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578933664372920320
10/9/22 10:15 AM,Siti Lela,1247320367158292480,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @ABCNewsLive: Author Clive Irving tells us what the future of the monarchy could look like following Queen Elizabeth II's death. https:/à,,,2452.0,1578932230902394880
10/9/22 10:02 AM,Jackson Ellis,2349823937,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578928799064158208
10/9/22 9:50 AM,Fithanegest Welde,1468811234304659461,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578925953325359105
10/9/22 9:49 AM,semimaru,1357482525266829312,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @nytimes: A double rainbow shimmered across the crowds gathered outside Buckingham Palace. When the news of Queen Elizabeth II's death bà,,,13523.0,1578925506162225153
10/9/22 9:43 AM,Elizabeth,3945530836,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578924063606861824
10/9/22 9:43 AM,Fithanegest Welde,1468811234304659461,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @victoriaarbiter: Today marks one month since Queen Elizabeth II passed away but even in death she was able to unite. #Mycolumn for @9Hoà,,,106.0,1578924058539790337
10/9/22 9:43 AM,Ruby Price,1551741305910345728,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @boblister_poole: QueenÆs death æreinforcedÆ Scottish connection in blow to Sturgeon https://t.co/63or2RHnMX,,,7.0,1578923962939019264
10/9/22 9:30 AM,TS Producer,910086127767482368,,-1,en,<a href='https://tslive.homesteadcloud.com/' rel='nofollow'>TS APPS</a>,Watch live: Latest news on the death of Queen Elizabeth II - CTV News https://t.co/PNc1EdWzuZ,,,0.0,1578920692912779264
10/9/22 9:25 AM,E. Perez,1347055391658577920,,-1,en,<a href='http://twitter.com/#!/download/ipad' rel='nofollow'>Twitter for iPad</a>,"RT @TODAYshow: .@JennaBushHager is back after she was in Scotland originally to interview Camilla, the queen consort. She recounts what thaà",,,101.0,1578919575978004480
10/9/22 9:20 AM,Jemima Everleigh,1578917297699229696,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @latimes: Breaking: 
Queen Elizabeth II, the longest-lived and longest-reigning monarch in British history, dies at 96.

Her death endedà",,,188.0,1578918227698073601
10/9/22 9:15 AM,Rushad ôGOD SAVE THE KINGö Thomas,2546406866,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"I attended a beautiful Choral Evensong in Baltimore today to honor Her Late Majesty Queen Elizabeth II on the one-month anniversary of her death. 

GOD SAVE THE KING https://t.co/pjv6rwEsAt",,,1.0,1578916983537831936
10/9/22 9:13 AM,BARBie TV,1298420142976700418,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578916613918982144
10/9/22 9:11 AM,THE BADGER!,796034457266515969,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,RT @BLABBERMOUTHNET: JUDAS PRIEST's RICHIE FAULKNER On QUEEN ELIZABETH II's Death: 'It's The End Of An Era' https://t.co/8RILgrwMpz https:/à,,,5.0,1578916024199487488
10/9/22 9:05 AM,Scott,792806616,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,RT @BLABBERMOUTHNET: JUDAS PRIEST's RICHIE FAULKNER On QUEEN ELIZABETH II's Death: 'It's The End Of An Era' https://t.co/8RILgrwMpz https:/à,,,5.0,1578914593350778880
10/9/22 9:03 AM,Our Best History,1577298431093399558,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @TODAYshow: Catherine, the new Princess of Wales, wished the England womenÆs rugby team good luck ahead of the World Cup this weekend inà",,,3.0,1578913924564807680
10/9/22 9:02 AM,Delia Adley,1578912527681028097,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @ZelenskyyUa: It is with deep sadness that we learned of the death of Her Majesty Queen Elizabeth II. On behalf of the ?? people, we extà",,,9536.0,1578913872035340288
10/9/22 8:55 AM,World Opinion,1466355782941691906,,-1,en,<a href='http://publicize.wp.com/' rel='nofollow'>WordPress.com</a>,"Footballer Mohamed Salah gets panned by Arabs for condoling Queen Elizabeth IIÆs demise, gets cancelled as Muslim,áagain https://t.co/kUGxV0NdT1",,,0.0,1578911996539711488
10/9/22 8:40 AM,Baseball and Hopscotch,1556783750351949824,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578908103407374336
10/9/22 8:37 AM,Arman Masters,20377194,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578907578007814145
10/9/22 8:33 AM,Matthew,1307935627439153152,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @AssLatam: Argentine TV presenter and perennial candidate, Santiago C·neo, opened a bottle of champagne and celebrated the death of Queeà",,,107.0,1578906383592062976
10/9/22 8:26 AM,Total metalhead,1408469944338206721,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578904723515936768
10/9/22 8:21 AM,Bernie Palmer,585942808,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578903323293667329
10/9/22 8:01 AM,?? Freedom Rock Radio ??,1341846631650648064,Freedomrockrad1,1341846631650648064,en,<a href='https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels' rel='nofollow'>Freedom Rock Radio Now Playing</a>,@FreedomRockRad1 Click for full Article! #Breaking #News! ---> JUDAS PRIESTÆs RICHIE FAULKNER On QUEEN ELIZABETH IIÆs Death: æItÆs The End Of An EraÆ <--- Freedom Rock Radio https://t.co/Tv0AMbxNee,,,0.0,1578898288236908544
10/9/22 7:40 AM,Vero OwO,1271511611585564673,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @AssLatam: Argentine TV presenter and perennial candidate, Santiago C·neo, opened a bottle of champagne and celebrated the death of Queeà",,,107.0,1578893181932167168
10/9/22 7:40 AM,Worldpak,1422436468451069974,,-1,en,<a href='http://livegeotv.com/' rel='nofollow'>Braking News</a>,"Sarah Ferguson Gives Update on 2 CorgiÆs - https://t.co/g4sjEcoUlf 

Shutterstock (2)Major pup-date! Prince AndrewÆs ex-wife, Sarah Ferguson, revealed how Queen Elizabeth IIÆs corgis are doing following the late monarchÆs death on September 8.á

The Duke and Duc... https://t.co/QhJS5fh7gt",,,0.0,1578893108640505856
10/9/22 7:40 AM,1305 William Wallace,1553253462862745600,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578893058611216384
10/9/22 7:37 AM,Ligaeya,1558968056629538817,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,RT @ligaeya1: Share on Twitter https://t.co/KXsreVElXj,,,1.0,1578892487279509504
10/9/22 7:37 AM,Gary Henry,1387137685391822857,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @DogelonWarriors: Betty White died just before her 100th birthday. Queen Elizabeth II made it to 96 before her recent death. But was theà,,,16.0,1578892347664130048
10/9/22 7:31 AM,Alvasman,1520920729180590081,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578890800754479104
10/9/22 7:29 AM,Karen,1489666666854244353,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578890306325426176
10/9/22 7:06 AM,Jade ??,1352274818,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @BLABBERMOUTHNET: JUDAS PRIEST's RICHIE FAULKNER On QUEEN ELIZABETH II's Death: 'It's The End Of An Era' https://t.co/8RILgrwMpz https:/à,,,5.0,1578884515363442688
10/9/22 7:03 AM,Judith,385598874,,-1,en,<a href='http://twitter.com/#!/download/ipad' rel='nofollow'>Twitter for iPad</a>,RT @snooop1e: Thousands defend professor who wished Queen Elizabeth II an 'excruciating' death https://t.co/GN86p7st3H via @nypost,,,1.0,1578883904655663104
10/9/22 7:03 AM,Joel Sandro,1003656813064196096,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578883876600320002
10/9/22 6:52 AM,Winifred Davies ???,2218069333,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,RT @rhysllwyd: One of the best thingÆs IÆve read from a Christian perspective in light of the passing of QEII - brilliant ?@mbird12? #diolcà,,,2.0,1578881137119633408
10/9/22 6:48 AM,Ana Finley,1567819678709600256,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"'Her Majesty Queen Elizabeth II was more than a monarch. She defined an era,' President Biden said in a statement.
Biden joins world leaders in mourning the death of Queen Elizabeth II
US President Joe Biden and first lady Jill Biden on Thursday, along with leaders from around... https://t.co/377KTOIZgi",,,0.0,1578880150237720576
10/9/22 6:47 AM,Daniel Schulz,21732536,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Technirama camera used by the BBC to film Queen Elizabeth IIÆs 1953 coronation (there were 11 Technirama cameras in England at the time, and all 11 were used for that event). This same camera was also used to film the explosion of the Death Star in A New Hope. /1 https://t.co/2PZ2J29Npj",,,0.0,1578879819424575489
10/9/22 6:43 AM,Bindy,1527078191147298816,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578878750342537216
10/9/22 6:42 AM,Sherry Winchester,20767677,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578878464245272581
10/9/22 6:40 AM,Amanda Peterson,1570286119417446400,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"The White House reacts to the Queen's death: 'Our hearts and our thoughts go to the family members of the Queen'
White House reacts to Queen's death: 'Our hearts and our thoughts go to the family members of the Queen'
Queen Elizabeth II, the longest-reigning British monarch wh... https://t.co/RotP9urYjq",,,0.0,1578877943635640320
10/9/22 6:37 AM,James hash,1566532007810633728,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @OpenStudios1: RIP Queen Elizabeth II - A meme icon has sadly passed. Memes honouring her death will be allowed, but disrespectful memesà",,,1.0,1578877210144174080
10/9/22 6:36 AM,Jennifer Hester,1567837301102739458,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"President Biden mourns the death of Queen Elizabeth II, calling her ôa stateswoman of unmatched dignity and constancy who deepened the bedrock Alliance between the United Kingdom and the United States.ö
Biden mourns Queen Elizabeth II: 'A stateswoman of unmatched dignity'
In a... https://t.co/qUDRNJiqXr",,,0.0,1578877120264409089
10/9/22 6:28 AM,Ursula Ojikutu,1490040130278768646,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @QueenLilibet_: Today marks 1 month since the death of Her Majesty Queen Elizabeth II ?

#QueenElizabethII https://t.co/4ZRscVfq9d",,,199.0,1578875101436444678
10/9/22 6:28 AM,Ed Glass,105556328,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @BLABBERMOUTHNET: JUDAS PRIEST's RICHIE FAULKNER On QUEEN ELIZABETH II's Death: 'It's The End Of An Era' https://t.co/8RILgrwMpz https:/à,,,5.0,1578875042049380352
